This list is dynamic and is subject to change. This cashless hospital list is valid for 3 days from the report generate date. Please call the hospital to confirm availability of cashless hospital before admission.
Name,Address,State,City,PinCode,Phone,Email
Narayan Hospital And Trauma Centre,"Opp Ran Public School, Bilaspur Road, Village Bharatpur, P.O",Uttar Pradesh,Rampur,244923,9917188880,NARAYANHOSPITAL22@GMAIL.COM
Narayan Memorial Hospital,"601,Diamond Harbour Road",West Bengal,Kolkata,700034,6292195060,CONTACT@NMH.ORG.IN
Narayan Spine Hospital,201-204 TRISHA SQUARE-2 JETALPUR ROAD ALKAPURI VADODARA,Gujarat,Vadodara,390007,0,NSHVADODARA@GMAIL.COM
Narayan Swaroop Hospital,"408, A, Neem Sarai, Mundera Mandi, Dhoomanganj, Prayagraj, Uttar Pradesh 211011",Uttar Pradesh,Allahabad,211011,9450405584,NARAYANHOSPITALTPA@GMAIL.COM
Narayana Gen Hospital And Narayana Sup Spl Hospital,"Chinthareddipalem , Nellore, Nellore",Andhra Pradesh,Nellore,524002,9160083777,RAVIANGAMUTHU@YAHOO.CO.IN
Narayana Health,"Hosur Road Anekal Taluk, No. 258 / A Bommasandra Industrial Area Anekal Taluk Bangalore - 562158, Hosur Road, Anekal Taluk",Karnataka,Bengaluru,562158,9902429000,ADMISSIONS@NHHOSPITALS.ORG
Narayana Hospital,Naray Complex ,Madhya Pradesh,Gwalior,474006,7770858190,NARAYANAHOSPITAL123@GMAIL.COM
Narayana Hospital,"No. 18, Tana Stt, Purasawalkam",Tamil Nadu,Chennai,600007,044 - 42661505 -26650899 / 64540008,narayanaahospital@yahoo.co.in
Narayana Hospital,"D 10, RAMPUR GARDEN, BAREILLY",Uttar Pradesh,Bareilly,243001,251000,NARAYANAHOSPITAL2018@GMAIL.COM
Narayana Hospital ,KANNAPPA COMPLEX,Karnataka,Ramanagaram,562159,9980332288,NARAYANAHOSPITAL16@GMAIL.COM
Narayana Hrudayalaya Eye Care,87 Dum Dum Road,West Bengal,Kolkata,700074,25134105,NHECDUMDUM@GMAIL.COM
Narayana Hrudayalaya Mmi Hospital,"Dhamtari Road, Lalpur",Chattisgarh,Raipur,492015,8518880920,TPADESK.RAIPUR@NARAYANAHEALTH.ORG
Narayana Hrudayalaya Private Limited,"Sec-28, Pratap Nagar, Sanganer",Rajasthan,Jaipur,302033,141-7122222,tpa.jaipur@narayanahealth.org
Narayana Hrudayalaya Pvt Ltd,"Basant Health Center Building, Site No. 1. Opp To Hsr Club, Hsr Layout",Karnataka,Bengaluru,560102,9902429000,TPA.HSRBP@NHHOSPITALS.ORG
Narayana Multispeciality Hospital,"Opp.Rakhial Police Station, Near Chakudia Mahadev, Rakhial",Gujarat,Ahmedabad,380023,8980008113,CORPORATE.AHD@NHHOSPITALS.ORG
Narayana Multispecialty Hospital,"78, Jessore Road (South), 24 Parganas, Barasat",West Bengal,BARASAT,700127,3340363636,SUMITESH.CHANDRA@NHHOSPITALS.ORG
Narayana Multispecialty Hospital,"Andul Rd.Podrah, Howrah, Do",West Bengal,Howrah,711109,8777591592,TPACORP.NMH.HOWRAH@NHHOSPITALS.ORG
Narayana Nethralaya,"#121/C, Chord Road, Rajajinagar, 1st R Block, (Near Mysore Soap Factory) Bangalore",Karnataka,Bengaluru,560010,9844876120,LAXMIKANTH.HEGDE@NARAYANANETHRALAYA.COM
Narayana Nethralaya 2,"#258/A, Hosur Road, Bommasandra",Karnataka,Bengaluru,560099,8066660655,CORPORATENN2@NARAYANANETHRALAYA.COM
Narayana Nethralaya Unit 4,"NO.63, NEXT TO ROYAL MEENAKSHI MALL, BANNERGHATTA ROAD, HULIMAVU,",Karnataka,Bengaluru,560076,9036825288,NN4CORPORATE@NARAYANANETHRALAYA.COM
Narayana Netralaya Unit 3,"#1/1, 1st main road, Binnamangala layout, Defence colony, HAL 2nd stage, 100 feet road, Indiranagar.",Karnataka,Bengaluru,560038,9916024455,ERANNAIAH@NARAYANANETRALAYA.COM
Narayana Super Speciality Hospital,DOOR NO: 12-12-93,Andhra Pradesh,Guntur,522001,2450666,INFO.NARAYANAHOSPITAL@GMAIL.COM
Narayana Super Speciality Hospitals,No 24 9th Cross Margosa Road Malleshwaram,Karnataka,Bengaluru,560003,7353711248,INSURANCENSSH@GMAIL.COM
Narayana Superspeciality Hospital,"PLOT NO 3201, BLOCK V, DLF PHASE 3, SECTOR 24, GURGOAN",Haryana,Gurgaon,122002,4642101001,TPA.NSHG@NARAYANAHEALTH.ORG
Narayana Superspecialty Hospital,"120/1, Andul Road",West Bengal,Howrah,711103,9831256902,WESTBANK.HOSPITAL@GMAIL.COM
Narayana Superspecialty Hospital,"Near Fularam, Bufna Civil Hospital Amingoan",Assam,Guwahati,781031,8811085909,GUWAHATI@NHHOSPITALS.ORG
Narayanadri Hospitals And Reserch Institute Pvt Ltd,"Beside Vartha Press, Renigunta Road , Tirupati",Andhra Pradesh,Tirupati,517506,9848198778,NARAYANADRIHOSPITALS@GMAIL.COM
Narayanareddy Eye Hospital,D No 1-426,Andhra Pradesh,Anaparti,533342,227422,NREYEHOSPITAL@GMAIL.COM
Narayani Emergency Hospital,"Near Patanjali Megastore , Nandlal , Chhapra, Bypass Road",Bihar,Patna,800026,9693210521,CASHLESS.NARAYANI@GMAIL.COM
Narayani Hospital,Shree Vallabh Nagar B/H Hotel Chhan Near Mumbai Naka Nashik,Maharashtra,Nashik,422007,9999999999,
Narayani Hospital ( A Unit Of Scs Indore Properties And Constructions Private Limited ),"2/2 , RCM , Sector A, ",Madhya Pradesh,Indore,452016,2922773,TPANARAYANI@GMAIL.COM
Naregal Nursing Home ,"23 ,SHRI SIDDHARUDHMATH ROAD ,HUBLI",Karnataka,Hubballi,580024,2211889,INSURANCE.NAREGAL123@GMAIL.COM
Narendra Hospital               .,"1,2,3 - B, Seeta Mahal Chs, Kasturba Road No.5,",Maharashtra,Mumbai,400066,28058086,DRNARENDRA@NARENDRAHOSPITAL.COM
Narendra Hospitals,"Sripuram Colony, Tirupati",Andhra Pradesh,Tirupati,517501,2223435,NARENDRAHOSPITALS2022@GMAI.COM
Narinder Mohan Hospital & Research,"Block B, Mohan Nagar, Ghaziabad, Uttar Pradesh ",Uttar Pradesh,Ghaziabad,201007,1202657501,NMHTPADESK@GMAIL.COM 
Narmada Apana Hospital,"Near Double Phatak, Harda Bypass Road",Madhya Pradesh,Hoshangabad,461001,07574 - 278910,insurance@narmadaapnahospital.com
Narmada Trauma Center Pvt Ltd,E-3/23,Madhya Pradesh,Bhopal,462016,7898987006,SERVICES@NARMADAHEALTHGROUP.COM
Narmada Tridev Health Care & Services Pvt. Ltd,"Plot No 175-177, ",Madhya Pradesh,Chhatarpur,471001,351000,BILLING.NAHC@NARMADAHEATHGROUP.COM
Narula Medicare Centre,"179, Madhuban, Shakarpur Mandawali Road, Near Punjab National Bank",Delhi,New Delhi,110092,011 - 28822270 / 71 /42445178 / 22047741 / 2201873,drdnarula@yahoo.com
Naruvi Hospital ,"72/1B2, Collectors Office Road, Bangalore - Chennai Nationla Highway (NH48), Vellore - 632004.",Tamil Nadu,Vellore,632004,8754081075,INSURANCE@NARUVIHOSPITALS.COM
Nashik Road Multispeciality Hospital,"Above Hotel Shangrila , Near Mukti Dham , MG Road , Nashik Road , Dist- Nashik",Maharashtra,Nashik,422101,2457799,NMHNASHIKROAD@GMAIL.COM
Nasik Healthcare And Res Centre Pvt Ltd,Dr House  Dr. Bhaba Nagar  Kaut Ghat Rd Off  Mbai-Agra Road  Nasik,Maharashtra,Nashik,422002,0253 - 2591739 /2501885 ,nhrcpl@gmail.com
Natasha Eye Care And Research Centre (Cashless only for Pvt Insurers and NIA),"Building A, Sai-Saheb,",Maharashtra,Pune,411027,27702266,NECRC1992@GMAIL.COM
Nathan Superspecialty Hospital,"Advaith Ashram Road, Opp. Holy Flower School",Tamil Nadu,Salem,636004,0427 - 2442303 / 9597322405,nathanorthocare@gmail.com
Nathans Speciality Hospital,"4th CROSS CO - OPERATIVE COLONY ,OPP KVB BANK , KRISHNAGIRI",Tamil Nadu,Krishnagiri,635001,8940507373,NATHANSHOSPITAL@GMAIL.COM
Nathkrupa Nursing Home,"1st Floor, Amol siddha building",Maharashtra,Mumbai,421202,2403699/8080214143,NATHKRUPANURSINGHOME@GMAIL.COM
National  Hospital ,"Dharmshala Rd, Uttar Mohal, Robertsganj, Uttar Pradesh",Uttar Pradesh,Sonebhadra,231216,9455551480,NATIONALHOSPITALTPA20@GMAIL.COM 
National Burns Centre,"Plot 1, Samarth Ramdas Swami Marg, Sector 13, ",Maharashtra,Navi mumbai,400708,27796660,NBCAIROLI@GMAIL.COM
National Heart Institue,"49-50, Community Centre, East Of Kailash, New Delhi.",Delhi,New Delhi,110065,9810269404,RAWAT.NHI.TPA@GMAIL.COM
National Hospital,"Indira Gandhi Road, Calicut",Kerala,Calicut,673001,7025729222,NHMEDICLAIM@GMAIL.COM
National Hospital,"703, Gole Bazar, Saheed Smarak, Dutt Mandir Road, Jabalpur",Madhya Pradesh,Jabalpur,482002,9152948707,nhjabalpur@gmail.com
National Hospital ,Ward no 15,Madhya Pradesh,Rewa,486001,359974,NATIONALHOSPITALREWA@GMAIL.COM
National Hospital,Matruashish M.G. Road,Maharashtra,Mumbai,400066,22-28610098,NATIONALHOSPITAL0902@GMAIL.COM
National Hospital,"BIG, D APT. OPP. KONARK PURAM",Maharashtra,Pune,411048,64175210,
National Hospital And Iccu,"Vikas Paradise 1st Floor, Lbs Road, Mulund (W), Mumbai",Maharashtra,Mumbai,400080,022 - 66430743 / 22926111 / 66430500 ,CHETANHARIA@HOTMAIL.COM
National Institute Of Gastroenterology And Liver Diseases,"Plot No: 344A, MLA Colony Main Road,",Telangana,Hyderabad,500034,4042859999,NIGLCORPORATE@GMAIL.COM
National Institute Of Medical Sciences,"Sec.23a, Faridabad",Haryana,Faridabad,121005,0129 - 2446565 / 2440745,NIMSHOSPITALFBD@GMAIL.COM
National Institute Of Ophthalmology,"1187/30, Off Ghole Road, Near Phule Musium, Shivaji Nagar, Pune",Maharashtra,Pune,411005,9156565086,ADMINISTRATOR@NIOEYES.COM
National Institute Of Opthalmology,376 Sind society bremen square Ganesh khind road Aundh,Maharashtra,Pune,411007,8600005519,NIOINSURANCE@NIOEYES.COM
Navachethana Hospital,"17/A2 A-Sector , Opp Railwheel Factory Yelahanka , New Town Bangalore",Karnataka,Bengaluru,560064,9880955227,INSURANCE@NAVACHETHANAHOSPITAL.CO.IN
Navashakti Nethralaya,"#1803, Outer Ring Road, HBR Layout, 5th Block, 1st Stage, near Nagawara Flyover",Karnataka,Bengaluru,560043,080 - 25445004 / 9341961202 ,navashakthinethralaya@gmail.com
Navasuja Sankara Nethralaya (A Unit Of Medical Research Foundation),"New 30, Old - 73, Kamarajar Salai, Chennai - 600028",Tamil Nadu,Chennai,600028,9789913109,MRF@SNMAIL.ORG
Navdeep Hospital And Research Centre,"65, Saket Colony, Shah Ganj , Agra",Uttar Pradesh,Agra,282010,2212727,NAVDEEPHOSPITALAGRA@GMAIL.COM
Naveen Hospital,IB ROAD RAICHUR,Karnataka,Raichur,584103,223256,DRKRPN@GMAIL.COM
Navin Hospital,"PLOT NO 302-303, NEAR COLD STORAGE, DADRI SIKANDRABAD ROAD, SIKANDRABAD",Uttar Pradesh,Sikandrabad,203205,8006082222,NHCPLTPA@GMAIL.COM
Navin Hospital,"Nh-3, Pocket -F , Sec -Alpha -Ii , Greater Noida",Uttar Pradesh,Noida,226002,8860857401,NAVINHOSPITALGRNOIDA@GMAIL.COM
Navin Hospital,Railway Road Dadri,Uttar Pradesh,Noida,203207,9971211587,NAVEENHOSPITAL@SIFY.COM
Navin Hospital ( A Unit Of Navin Meditech Pvt. Ltd. ),"NH-1, Sector-3, Vaishali",Uttar Pradesh,Ghaziabad,201010,6517172/6517173,nhvaishaligzb@gmail.com
Navjeevan Doctor House Pvt Ltd  (Cashless Only For Jsvy Scheme),SANAND,Gujarat,Sanand,382110,7041178333,DRTEJASDALWADI@YAHOO.CO.IN
Navjeevan Heart And Womens Hospital,"C-4/7/3, NEAR HORIZON HOTEL",Gujarat,Ankleshwar,393001,7622992993,NAVJEEVANMULTISPECIALITY.ANK@GMAIL.COM
Navjeevan Hospital,Pratap Nagar,Maharashtra,Jalgaon,425001,2239940,NAVJEEVANHOSPITAL.0110@GMAIL.COM
Navjeevan Hospital," Moti Mahal Road,",Madhya Pradesh,Gwalior,474002,8318506807,NAVJEEVAN.GWALIOR@GMAIL.COM
Navjeevan Hospital,"HIG 652, Arvind Vihar, Near Mount Carmel School, Bagmugaliya, Bhopal",Madhya Pradesh,Bhopal,462043,7489318570,NAVJEEVANHOSPITAL2013@GMAIL.COM
Navjeevan Hospital,"Sec 17 , Vashi, Navi Mumbai, Maharashtra",Maharashtra,Mumbai,410210,022 - 27891801 / 1958,tpanavjeevanhospital@gmail.com
Navjeevan Hospital,"A-12 , Pushpanjali Enclave , Pitampura",Delhi,New Delhi,110088,9313134555,NAVJEEVANHOSPITAL54@GMAIL.COM
Navjeevan Hospital,Nizampur Road,Haryana,Narnaul,123001,1282-251399,navjeevanhospital@live.com
Navjeevan Hospital,"Opp Wani Mangal Karayaly, Kailas Nagar",Maharashtra,Jalgaon,424101,224010,NAVJEEVANHOSPITALTPA01@GMAIL.COM
Navjeevan Hospital And Intensive Heart Care Centre,station road,Gujarat,Ankleshwar,393001,2646-247157,
Navjeevan Hospitals,PLOT NO # 90 P & T COLONY VIKRAMPURI KARKHANA MAIN ROAD SECUNDRABAD,Telangana,Hyderabad,500003,9703586000,INSURANCENAVJEEVAN@GMAIL.COM
Navjeevan Maternity Hospital,"First Floor ,Chirmade Complex",Maharashtra,Jalgaon,425001,"2233308, 2956111",NAVJEEVANMATERNITY@GMAIL.COM
Navjeewan Medical Centre,"655, Onkar Nagar-2, Tri Nagar",Delhi,New Delhi,110035,11-27386838/27382650,drbansal815@gmail.com
Navjivan Hospital And Nursing Home (Cashless Only For Govt Business),TRADE CENTRE,Gujarat,Bareja,382418,9722427428,NAVJIVANHOSPITALANDICU@GMAIL.COM
Navjivan Orthocare Hospital,"Behind Nishant Eye Hospital Opp. Suvachan Flat, In The Street Of The Panghat Hotel, Anand, Anand, Gujarat - 388001",Gujarat,Anand,388001,9825143533,NAVJIVANORTHOCARE2018@GMAIL.COM
Navjyot Hospital ,OPP SANTRAM VYAYAM SHALA,Gujarat,Nadiad,387001,8160817562,JOSHIBINA809@GMAIL.COM
Navjyoti Eye Centre,"99, Daryaganj, Behind Police Station, New Delhi",Delhi,New Delhi,110002,011 - 23274495 / 23272846,navjyotieyecentre@gmail.com
Navjyoti Eye Hospital And Dehradun Wave Lasik Centre,"Near Lic Div. Office, Nehru Nagar Colony",Uttarakhand,Dehradun,248001,0135-2672302,wavelasik@gmail.com
Navkar Multispeciality Hospital,"293, PUNE-NASHIK HIGHWAY,TALEGAON CHOWK,CHAKAN",Maharashtra,Chakan,410501,9226001010,navakarhospital@gmail.com
Navneet Hospital Chest & Icu Care Centre,"936/1, NORTH SADAR BAZAR ,NEAR REMAND HOME ,SOLAPUR",,,413003,217 2310346,
Navnirman Maternity & Surgical Hospital,"Trimurti Arcade , 302/303 3rd Floor, LBS Road",Maharashtra,Mumbai,400086,25133809/25133810,SITAMANSURENDRA@REDIFFMAIL.COM
Navoday Hospital And Research Intitute,House No 3012,Maharashtra,Nagpur,440009,8788275185,NAVODAYHOSPITALNAGPUR@GMAIL.COM
Navodaya Cancer Hospital,"B - Sector , Indrapuri",Madhya Pradesh,Bhopal,462021,9827055790,NAVODAYACANCERHOSPITAL27@GMAIL.COM
Navodaya Hospital And Reserch Center,41 Zone II,Madhya Pradesh,Bhopal,462011,4224690,NAVODAYAHOSPITAL2021@GMAIL.COM
Navodaya Hospital For Women And Children,"Paradise Circle, Pg Road, Secunderabad",Telangana,Hyderabad,500003,9298000019,NAVODAYAHOSPITALS@GMAIL.COM
Navodaya Institute Of Medical Science,"#2-2-220, Opp Dcc Bank Mahabubnagar",Telangana,Mahbubnagar,509001,222389/222369,SRNIMS@GMAIL.COM
Navpreet Hospital,G T ROAD PUTLIGHAR AMRITSAR,Punjab,Amritsar,143001,2213836/2223836,navpreethospital2@gmail.com
Navrang Hospital,"Vip Road, Kareli Bagh, Near Amit Nagar Circle, Beside Hdfc Bank",Gujarat,Vadodara,390018,9825017607,NAVRANGHOSPITAL@GMAIL.COM
Navya Greeen Hills Hospital,"18-332, R.L.PURAM, Chinagadili Visakhapatnam, A.P. ",Andhra Pradesh,Visakhapatnam,530040,0,NAVYAHOSPITALVIZAG@GMAIL.COM
Nayak Hospital,"3367, 5th Cross, Gayathrinagar",Karnataka,Bengaluru,560021,080 - 23327111,nayakhospital27@gmail.com
Nayan Eye Hospital,"G.T Road, City Tower, Kumarpur(Near- Manoj Talkies) Asansol",West Bengal,Asansol,713304,341-2253395,nayaneyehospitaltpa@gmail.com
Nayan Jyoti Eye Care Centre,"9,JESSORE ROAD (KAJIPARA), NAGER BAZAR,",West Bengal,Kolkata,700028,9831168105,nayanjyotieyecarecentre@gmail.com
Nayan The Modern Eye Care Centre              ,"BLOCK NO-C, POCKET NO-11, PLOT NO 9 & 10, NEAR NDPL OFFICE, SECTOR-3 ROHINI, DELHI-110085",Delhi,New Delhi,110085,9667295739,NAYANEYE1010@GMAIL.COM
Nayana Eye Care,"2-1-50, Srinagar, Bhanugudi Junction, Kakinada, Kakinada",Andhra Pradesh,Kakinada,533003,9491199000,NAYANAEYECARE@GMAIL.COM
Nayana Eye Care And Dental Research Centre,25/684-391-1a,Andhra Pradesh,Nandyal,518501,8309447649,CASHLESS.NAYANAHOSPITAL@GMAIL.COM
Nayana Hospital (No cashless for MICS),"38/08-09, Municipal Office",Karnataka,Bhadravathy,577301,08282 - 267605,kumarswamypr@gmail.com
Nayana Kumars Multi Speciality Hospital,"#CA-6, 3rd main road,Nearby Nethaji circle, Dattagalli, Mysore",Karnataka,Mysuru,570022,2371000,INSURANCE@NKHOSPITALS.COM
Nayana Super Speciality Eye Hospital And Research Center,"No. 2658, 1st Main, Mcc B Block",Karnataka,Davangere,577004,08192 - 220088 / 220078,nayananov1@gmail.com
Nayanadhama Super Speciality Eye Hospital & Laser Center,"SAI LEELA, Near SIT, B H road,",Karnataka,Tumkur,572103,228553,
Nayandeep Eye Hospital,"Near Bhuiphore Mandir, P.O. K.G Ashram",Jharkhand,Dhanbad,828109,9304147651,NAYANDEEPEYE@GMAIL.COM
Nayanjyoti Eye And Laser Centre,"1f-94, Nit, Kalyan Singh Chowk, Faridabad",Haryana,Faridabad,121001,9810169006,avnindra1970@yahoo.co.in
Nayanmoni Eye Care Centre,"17 No road,Kanandi, Jhulantala, Dhaniakhali",West Bengal,Hooghly,712302,7063736333,NAYANMONIEYECARECENTER@REDIFFMAIL.COM
"Nayati Multi Super Speciality Hospital,Mathura","near cng pump, NH- 2, Delhi-Agra highway, gayatri tapo bhoomi",Uttar Pradesh,Mathura,281003,7111562,GAURAV.KUMAR@NAYATIHEALTHCARE.COM
Nayonika Eye Care,"J N Roy Road, Shyamsayer East, Burdwan",West Bengal,Burdwan,713101,9474696050,NAYONIKA.EYECENTER@GMAIL.COM
Nayonika Eye Care,"2nd Floor, HIGA-/7, Bamunda H.B Colony, Infront of KV-2, School Gate-2, Pin:751003",Odisha,Bhubaneswar,751003,9777000171,DR.DEBARATISINHA@EYECARENAYONIKA.COM
Nayyar Hospital,"3, Dasondha Singh Road",Punjab,Amritsar,143001,9814999199,INFO.NAYYARHOSPITAL@GMAIL.COM
Nazar Kanwar Surana Hospital,"219/220, N.K. Surana Marg, Gulabi Bagh, Delhi - 110007",Delhi,New Delhi,110007,011 - 30577777,tpa.nkshospital@gmail.com
Nazareth Hospital," Laitumkhrah,Near Police Point",MEGHALAYA,Shillong,793003,8794829020,NAZARETHSHILLONG@GMAIL.COM
Ndr Hospital,"NO.4 B SECTOR, OPP. YELAHANKA NEW TOWN BUS STAND",Karnataka,Bengaluru,560064,28562488,NDRMSHOSPITAL@GMAIL.COM
Nedumchalil Trust,Vi/623 Market Po Muvattupazha,Kerala,Muvattupuzha,686673,0485 - 2811230 / 2811367,nedumchaliltrust@gmail.com
Neel Orthopedic Centre,"1st Floor Sheetal Niketan Chs, Opphum Video, Bp Rd, Bhayander East Maharashtra",Maharashtra,Mumbai,401105,28176884,GANESHBOOB@GMAIL.COM
Neelachal Hospitals P Ltd,A/84 Kharvel Nagar Unit-111 Bhubaneshwar,Odisha,Bhubaneswar,751001,0674 - 2536590 / 2536592 / 91,neelanchalhospital@hotmail.com
Neelam Hospital And Maternity Centre,"15-16 Gobind Colony, Rajpura",Punjab,Patiala,140401,9780031001,NEELAMHOSPITAL@GMAIL.COM
Neelam Hospitals Pvt Ltd ,"Main Road,Near Jodhadih More ",Jharkhand,Bokaro Steel City,827013,7677111113,NEELAMHOS@GMAIL.COM
Neelima Hospitals Pvt. Ltd.,"7-2-1735, Opp. Voltas, Czech Colony,",Telangana,Hyderabad,500018,9640887293,NEELIMAHOSPITAL@GMAIL.COM
Neelima Maternity Nursing Home,"# 18-2-246, ROAD NO 1, Abbanna Colony, Opposite Chinnari Hospital",Andhra Pradesh,Tirupati,517501,877-2223714,NEELIMAHOSPITALTPA@GMAIL.COM
Neelkamal Hospital ,"MANDORE BHAVAN,SINDHI COLONY ROADNEAR PANCHMUKHI HANUMAN MANDIR ",Maharashtra,Jalgaon,425001,2220708,NEELKAMALHOSPITAL2016@GMAIL.COM
Neelkanth Hospital,"Near Susheela tiwari govt. hospital, haldwani",Uttarakhand,Haldwani,263139,9662736595,NEELKANTHMULTISPECIALITY@GMAIL.COM
Neelkanth Hospital,"FAtehgarh Churian Road, Near Spring Dale School",Punjab,Amritsar,143001,0,
Neelkanth Hospitals Private Limited,"1, Nathupur Road, Dlf City",Haryana,Gurgaon,122022,9871090564,INFO@NEELKANTHHOSPITAL.COM
Neema Hospital,"715-16, Vijay Syndicate Annapurna Road, Indore, Madhya Pradesh",Madhya Pradesh,Indore,452009,07312799882/883/884,MEDICLAIM.NHPL18@GMAIL.COM
Neera Eye Centre And Laser Vision,"B-99, Bharat Ram Road, Opp. Commercial school, Daryaganj,",Delhi,New Delhi,110002,23270775,NEERAEYE@GMAIL.COM
Neeraj Eye Hospital,SCO-166 1st floor sector-37-c chandigarh,Haryana,Chandigarh,160020,9814102186,NEERAJEYEHOSPITAL@GMAIL.COM
Nefrons Hospital,"Pan Rasta, Laxmi Road, M G Road, Siddharth Nagar, Mulund West, Mumbai",Maharashtra,Mumbai,400080,25685544,NEFRONSKIDNEYCARE@GMAIL.COM
Neha Nursing Home,NEAR NEW POST OFFICE ,Maharashtra,Saoner,441107,232320,NURSINGHOMENEHA@GMAIL.COM
Neha Prakash Hospital,"Neha Prakash Hospital 8, 6th Main Road, 5th Phase, Yelahanka New Town, Bangalore - 560 064",Karnataka,Bengaluru,560064,6366222255,SHOBHA217@YAHOO.COM
Neha Shine Hospitals,"METTUGADDA,MAHBUBNAGAR, TELANGANA",Telangana,Mahabubnagar,509001,,NEHASHINEMBNRINSURANCE55@GMAIL.COM
Nehru Memorial Techno Global Hospital,"6 Barsat Road, Near Lalkuthi More, Barrakpore, 24 Pgs(N), Wb, India Kolkata",West Bengal,BARRACKPORE,700120,9433135350,NMTGHOSPITAL.TPA@GMAIL.COM
Nehru Urology Centre,"58/1, 3rd Cross, West Bharthy Colony, Peelamedu",Tamil Nadu,Coimbatore,641004,9487563420,NUCCBE@GMAIL.COM
Neighbourhood Hospital,"# 9 Wilson Garden House Co Operate Ltd, Kothnur Main Road.",Karnataka,Bengaluru,560078,9986400060,NEIGHBOURHOODHOSPITAL@GMAIL.COM
Nelivigi Eye Hospital And Surgical Centre,"# 446/21, Above Vijaya Bank, Opp. Amba Bajaj Showroom, Diagonally Opp. To Bangalore Central Mall, Bellandur",Karnataka,Bengaluru,560103,8123804804,NELIVIGIEYEHOSPITAL@GMAIL.COM
Nelluri Super Specialty Hosptial,D.No:2-15-82/A Sattenapalli Road,Andhra Pradesh,Guntur,522601,4722219,NELLURIHOSPITAL@GMAIL.COM

Nelson Mother & Child Care Hospital,"PLOT NO.32,BEHIND HITAVADA PRESS,DHANTOLI,NAGPUR",Maharashtra,Nagpur,440012,7122432000,
Nemcare Hospital,"G.S.Road, Bhamgagarh",Assam,Guwahati,781005,9864054232,NEMCARE_HOSPITAL@REDIFFMAIL.COM
Nemcare Hospital Tezpur Private Limited,Ranu Singh Road,Assam,Tezpur,784001,252036,HOSPITAL@NEMCARETEZPUR.COM
Neo Bbc New Born Childrens Hospital,"D.No:1-9-1088/1, Second Floor, S.K. Mall, Vidya Nagar.",Telangana,Hyderabad,500044,40-27663535 / 27663232,neobbc@gmail.com
Neo Clinic,"3-4, T.N Mishra Marg",Rajasthan,Jaipur,302019,7340061556,NEOCASHLESS@GMAIL.COM
Neo Hospital,"D 170 A, Sector 50",Uttar Pradesh,Noida,201301,4880000980,MARKETING@NEOHOSPITAL.COM
Neo Life Hospital,"No.14/1, Ii Cross Street, Kannan Nagar, Madlpakkam Koot Road",Tamil Nadu,Chennai,600091,9940162266,NEOLIFEHOSPITAL@YAHOO.IN
Neo Vision Eye Care,"7-102/7, Habsiguda",Telangana,Hyderabad,500007,9246102493,NEOVISIONHABSIGUDA@GMAIL.COM
Neo Vision Eye Care Laser Center,202 2nd Floor Lingfield Plaza Clover Village Above reliance fresh Wanowrie pune,Maharashtra,Pune,411040,,
Neokids Hospital,"19, AG TOWER, SUBHASH NAGAR, PAL ROAD, JODHPUR, 342008",Rajasthan,Jodhpur,342008,2944032,NEOKIDSTPA@GMAIL.COM
Neolife Childrens Hospital,"PLOT NO 11-15 and 17-19,AGS COLONY,BHARATHIDASAN ST,RAM NAGAR NORTH EXTN",Tamil Nadu,Chennai,600091,7358677406,NEOLIFECHILDRENSHOSPITAL2017@GMAIL.COM
Neon Hospital,"1ST AND 2ND FLOOR, MUKTA ARCADE,",Maharashtra,Mumbai,421204,9152000110,NEONHOSPITAL7007@GMAIL.COM
Neonest Hospital ,"A,1/7 Prashant Vihar Rohini",Delhi,Delhi,110085,011-40547028,
Neoretina Eyecare Institute,"5-9-83/B, Chapel Road, Nampally, Hyderabad.500001.Opp. Public Gardensa.P.",Telangana,Hyderabad,500001,9392403690,NEORETINA@GMAIL.COM
Neotia Getwel Healthcare Centre,"Uttarayan, Matigara",West Bengal,Siliguri,734010,9874652852,CORPORATE.SLG@NEOTIAHEALTHCARE.COM
Nephrocare Health Services Pvt Ltd,"1st Floor, West Wing, Punnaiah Plaza, Above Sbi, Road Number 2, Banjara Hills, Near Jubilee Hills Check Post, Hyderabad",Telangana,Hyderabad,500034,7997005888,INSURANCE@NEPHROPLUS.COM
Nephron Kidney Hospital And Laser Centre,NEAR MAHENDRA SHAH HOSPITAL,Gujarat,Anand,388001,255727,NEPHRONUROLOGY@GMAIL.COM
Nephroplus Dialysis Center - Secundarbad,"1st & 2nd Floor, Gude’s Plaza, Above Icici Bank, #77, Seshachala Colony, East Marredpally Main Road",Telangana,Secunderabad,500026,40063765,insurance@nephroplus.com
Neptune Hospital,"Neptune Hospital, 1st Floor, New Panchavati Co-op. Hsg. Soc, Opp. Old Petrol Pump, Mira Bhayander Road, Mira Road (East), Thane, Maharashtra-401107",Maharashtra,Mumbai,401107,9819800785,NEPTUNEHOSP2020@GMAIL.COM
